DATE,Price,Open,High ,Low,Volume,Change %
16-Aug-20,11899.00,11845.50,11922.50,11688.90,410.81K,0.45%
17-Aug-20,12282.60,11898.80,12444.10,11764.00,628.41K,3.22%
18-Aug-20,11947.60,12283.00,12381.40,11842.00,606.79K,-2.73%
19-Aug-20,11750.20,11944.40,12013.20,11602.60,550.26K,-1.65%
20-Aug-20,11856.90,11751.00,11881.00,11672.70,430.93K,0.91%
21-Aug-20,11529.20,11856.90,11877.40,11495.60,506.38K,-2.76%
22-Aug-20,11661.30,11529.20,11677.00,11382.10,433.98K,1.15%
23-Aug-20,11641.60,11661.10,11705.40,11520.80,377.33K,-0.17%
24-Aug-20,11753.50,11641.60,11824.60,11587.10,429.13K,0.96%
25-Aug-20,11324.80,11752.90,11766.90,11131.00,594.07K,-3.65%
26-Aug-20,11462.30,11324.90,11533.60,11254.60,513.06K,1.21%
27-Aug-20,11327.40,11462.30,11580.30,11135.30,560.59K,-1.18%
28-Aug-20,11527.40,11327.50,11539.00,11281.90,464.94K,1.77%
29-Aug-20,11468.10,11527.80,11576.80,11433.50,389.85K,-0.51%
30-Aug-20,11702.00,11468.10,11704.20,11462.60,409.36K,2.04%
31-Aug-20,11644.20,11701.10,11760.20,11563.80,496.14K,-0.49%
01-Sep-20,11914.90,11644.20,12045.90,11544.60,580.69K,2.32%
02-Sep-20,11413.30,11914.40,11947.50,11244.90,20.26M,-4.21%
03-Sep-20,10168.80,11413.20,11442.70,10009.50,9.65M,-10.90%
04-Sep-20,10472.50,10168.70,10614.20,9960.30,12.50M,2.99%
05-Sep-20,10092.20,10472.30,10558.70,9897.80,14.72M,-3.63%
06-Sep-20,10296.40,10092.20,10337.70,10004.70,12.12M,2.02%
07-Sep-20,10376.90,10296.40,10400.90,9887.00,12.40M,0.78%
08-Sep-20,10126.60,10376.90,10434.40,9877.10,113.90K,-2.41%
09-Sep-20,10224.60,10126.80,10343.30,9984.60,71.37K,0.97%
10-Sep-20,10339.70,10224.30,10480.30,10219.20,88.01K,1.13%
11-Sep-20,10390.20,10339.80,10398.80,10212.60,62.28K,0.49%
12-Sep-20,10441.90,10390.20,10476.80,10275.90,48.49K,0.50%
13-Sep-20,10326.00,10441.70,10579.60,10219.40,66.12K,-1.11%
14-Sep-20,10675.30,10332.70,10744.30,10264.50,96.64K,3.38%
15-Sep-20,10785.30,10675.20,10931.80,10627.80,91.70K,1.03%
16-Sep-20,10949.50,10785.20,11093.30,10669.20,94.94K,1.52%
17-Sep-20,10941.30,10950.10,11039.30,10755.20,77.22K,-0.07%
18-Sep-20,10933.00,10941.30,11029.70,10818.70,63.48K,-0.08%
19-Sep-20,11081.80,10933.00,11177.10,10890.70,51.63K,1.36%
20-Sep-20,10921.50,11081.60,11081.60,10772.70,53.39K,-1.45%
21-Sep-20,10416.80,10919.90,10987.20,10328.50,109.85K,-4.62%
22-Sep-20,10531.50,10419.40,10570.70,10361.70,63.52K,1.10%
23-Sep-20,10237.30,10531.50,10535.40,10146.60,74.95K,-2.79%
24-Sep-20,10739.40,10238.10,10787.80,10201.00,82.95K,4.90%
25-Sep-20,10688.80,10739.90,10756.00,10558.90,71.43K,-0.47%
26-Sep-20,10727.90,10688.90,10793.30,10650.20,37.85K,0.37%
27-Sep-20,10776.20,10727.90,10799.20,10602.70,40.92K,0.45%
28-Sep-20,10693.20,10776.40,10946.60,10685.20,72.29K,-0.77%
29-Sep-20,10840.90,10694.30,10858.40,10642.40,59.64K,1.38%
30-Sep-20,10776.10,10843.40,10847.70,10667.60,55.55K,-0.60%
01-Oct-20,10620.50,10776.60,10913.70,10462.70,95.33K,-1.44%
02-Oct-20,10572.30,10619.60,10662.90,10387.60,77.94K,-0.45%
03-Oct-20,10544.20,10572.20,10597.80,10501.20,29.10K,-0.27%
04-Oct-20,10672.90,10544.40,10693.30,10520.80,31.40K,1.22%
05-Oct-20,10789.50,10672.50,10789.60,10623.40,48.86K,1.09%
06-Oct-20,10602.60,10790.20,10800.30,10530.80,69.07K,-1.73%
07-Oct-20,10670.90,10601.00,10680.10,10553.30,49.27K,0.64%
08-Oct-20,10924.10,10670.70,10948.60,10549.60,79.78K,2.37%
09-Oct-20,11054.20,10923.50,11103.00,10836.90,70.95K,1.19%
10-Oct-20,11298.40,11053.50,11475.00,11053.10,65.81K,2.21%
11-Oct-20,11371.00,11295.60,11439.40,11277.60,41.06K,0.64%
12-Oct-20,11533.90,11370.80,11715.90,11227.40,84.02K,1.43%
13-Oct-20,11423.80,11533.50,11558.00,11315.90,64.67K,-0.95%
14-Oct-20,11420.40,11424.40,11541.00,11293.50,59.12K,-0.03%
15-Oct-20,11503.00,11421.40,11590.90,11276.70,70.84K,0.72%
16-Oct-20,11322.00,11503.20,11542.20,11224.60,71.42K,-1.57%
17-Oct-20,11362.10,11321.80,11402.70,11274.40,29.86K,0.35%
18-Oct-20,11506.90,11362.10,11506.90,11349.80,31.51K,1.27%
19-Oct-20,11753.40,11507.10,11823.30,11413.90,73.04K,2.14%
20-Oct-20,11913.50,11753.90,12029.40,11685.70,94.59K,1.36%
21-Oct-20,12808.70,11913.60,13213.50,11894.60,197.72K,7.51%
22-Oct-20,12974.60,12805.50,13183.90,12698.20,113.31K,1.30%
23-Oct-20,12934.10,12972.70,13025.50,12738.90,73.94K,-0.31%
24-Oct-20,13117.20,12933.60,13161.50,12876.40,51.20K,1.42%
25-Oct-20,13032.20,13117.00,13345.30,12900.40,59.73K,-0.65%
26-Oct-20,13061.60,13033.00,13229.70,12792.40,89.47K,0.23%
27-Oct-20,13657.80,13061.50,13782.30,13050.30,128.64K,4.56%
28-Oct-20,13278.90,13658.30,13851.70,12907.60,144.18K,-2.77%
29-Oct-20,13457.20,13278.30,13640.00,12982.90,111.23K,1.34%
30-Oct-20,13559.90,13457.00,13667.90,13134.50,108.77K,0.76%
31-Oct-20,13797.30,13560.20,14065.40,13441.70,102.75K,1.75%
01-Nov-20,13759.40,13795.50,13889.50,13628.70,51.71K,-0.27%
02-Nov-20,13561.40,13759.70,13828.40,13214.20,97.76K,-1.44%
03-Nov-20,14019.90,13560.50,14054.00,13294.60,108.17K,3.38%
04-Nov-20,14145.60,14023.00,14238.80,13544.40,140.80K,0.90%
05-Nov-20,15587.10,14145.60,15739.90,14099.70,227.49K,10.19%
06-Nov-20,15577.90,15593.90,15955.20,15223.50,186.13K,-0.06%
07-Nov-20,14828.40,15578.20,15754.40,14385.10,160.73K,-4.81%
08-Nov-20,15483.70,14826.60,15648.30,14720.70,94.99K,4.42%
09-Nov-20,15327.20,15483.30,15819.60,14816.90,165.04K,-1.01%
10-Nov-20,15303.60,15328.00,15465.30,15096.50,93.36K,-0.15%
11-Nov-20,15695.80,15303.10,15953.90,15281.00,119.07K,2.56%
12-Nov-20,16294.70,15695.80,16342.70,15483.50,165.54K,3.82%
13-Nov-20,16324.20,16293.00,16474.10,15973.40,113.75K,0.18%
14-Nov-20,16071.00,16323.10,16328.20,15717.70,83.64K,-1.55%
15-Nov-20,15953.00,16074.70,16158.10,15782.30,58.43K,-0.73%
16-Nov-20,16715.80,15954.10,16880.70,15870.70,118.09K,4.78%
17-Nov-20,17662.30,16715.80,17845.40,16562.00,175.87K,5.66%
18-Nov-20,17774.60,17662.30,18466.10,17258.90,233.43K,0.64%
19-Nov-20,17803.50,17775.10,18166.00,17380.10,135.94K,0.16%
20-Nov-20,18675.20,17805.50,18811.00,17758.40,134.42K,4.90%
21-Nov-20,18687.20,18673.80,18966.00,18397.50,108.91K,0.06%
22-Nov-20,18412.90,18689.30,18751.50,17644.60,121.76K,-1.47%
23-Nov-20,18379.60,18428.10,18756.80,18016.00,127.35K,-0.18%
24-Nov-20,19152.60,18394.60,19416.60,18074.80,180.79K,4.21%
25-Nov-20,18723.00,19151.50,19486.70,18527.70,146.12K,-2.24%
26-Nov-20,17162.00,18721.90,18894.90,16235.20,312.07K,-8.34%
27-Nov-20,17127.10,17160.90,17450.30,16481.60,138.80K,-0.20%
28-Nov-20,17730.70,17142.60,17874.40,16874.40,95.20K,3.52%
29-Nov-20,18185.50,17729.70,18336.30,17530.40,79.12K,2.57%
30-Nov-20,19698.10,18186.00,19831.20,18186.00,185.59K,8.32%
01-Dec-20,18770.70,19697.80,19897.40,18257.00,208.72K,-4.71%
02-Dec-20,19218.80,18767.90,19335.50,18346.70,91.92K,2.39%
03-Dec-20,19433.30,19219.80,19596.60,18883.70,99.97K,1.12%
04-Dec-20,18658.10,19431.10,19529.50,18610.80,110.63K,-3.99%
05-Dec-20,19146.50,18657.50,19172.70,18507.10,59.44K,2.62%
06-Dec-20,19379.90,19146.00,19417.10,18873.00,54.56K,1.22%
07-Dec-20,19170.70,19368.40,19424.60,18908.80,61.98K,-1.08%
08-Dec-20,18326.60,19170.80,19288.60,18229.20,101.41K,-4.40%
09-Dec-20,18546.00,18322.40,18637.90,17658.80,129.72K,1.20%
10-Dec-20,18247.20,18546.10,18551.80,17926.80,85.31K,-1.61%
11-Dec-20,18023.60,18250.50,18288.30,17600.10,111.53K,-1.23%
12-Dec-20,18808.90,18026.70,18936.20,18025.10,71.37K,4.36%
13-Dec-20,19176.80,18808.10,19403.60,18716.80,82.45K,1.96%
14-Dec-20,19273.80,19176.40,19346.50,19007.00,67.11K,0.51%
15-Dec-20,19434.90,19273.90,19556.30,19076.20,98.39K,0.84%
16-Dec-20,21352.20,19434.70,21525.30,19299.70,199.81K,9.87%
17-Dec-20,22825.40,21352.30,23738.00,21243.10,310.74K,6.90%
18-Dec-20,23127.90,22823.30,23272.80,22361.50,131.80K,1.33%
19-Dec-20,23844.00,23127.60,24107.10,22797.00,133.88K,3.10%
20-Dec-20,23474.90,23843.60,24280.90,23098.90,114.09K,-1.55%
21-Dec-20,22728.50,23474.10,24101.90,22015.50,154.69K,-3.18%
22-Dec-20,23823.20,22730.40,23825.40,22388.60,130.75K,4.82%
23-Dec-20,23257.90,23820.80,24063.70,22694.70,178.47K,-2.37%
24-Dec-20,23736.50,23253.20,23783.70,22737.30,104.59K,2.06%
25-Dec-20,24689.60,23728.70,24778.90,23445.30,2.40K,4.02%
26-Dec-20,26454.40,24714.70,26826.00,24515.10,155.77K,7.15%
27-Dec-20,26261.30,26460.30,28360.30,25858.20,231.23K,-0.73%
28-Dec-20,27057.80,26259.20,27444.90,26144.30,126.98K,3.03%
29-Dec-20,27376.00,27065.30,27390.70,25902.80,119.57K,1.18%
30-Dec-20,28868.70,27374.50,28979.30,27374.50,159.82K,5.45%
31-Dec-20,28949.40,28866.80,29298.80,28025.00,136.69K,0.28%
01-Jan-21,29359.90,28951.70,29627.10,28712.40,100.90K,1.42%
02-Jan-21,32193.30,29359.70,33233.50,29008.00,240.87K,9.65%
03-Jan-21,32958.90,32192.90,34755.90,32029.60,155.21K,2.38%
04-Jan-21,32022.60,33016.60,33587.50,28204.50,255.27K,-2.84%
05-Jan-21,33991.50,32015.40,34414.70,30010.50,202.13K,6.15%
06-Jan-21,36793.20,33999.30,36934.80,33408.30,227.56K,8.24%
07-Jan-21,39460.20,36798.50,40340.90,36361.20,249.60K,7.25%
08-Jan-21,40599.30,39466.40,41921.70,36613.40,251.29K,2.89%
09-Jan-21,40151.90,40607.20,41363.50,38775.10,128.42K,-1.10%
10-Jan-21,38192.20,40149.70,41362.40,35141.60,215.78K,-4.88%
11-Jan-21,35544.30,38195.30,38217.20,30411.60,251.04K,-6.93%
12-Jan-21,34076.10,35426.00,36598.70,32572.70,241.93K,-4.13%
13-Jan-21,37382.20,34061.20,37764.60,32451.90,209.93K,9.70%
14-Jan-21,39175.70,37383.40,40054.30,36772.10,172.40K,4.80%
15-Jan-21,36845.80,39175.70,39715.00,34488.70,118.42K,-5.95%
16-Jan-21,36019.50,36751.80,37931.70,35408.40,137.02K,-2.24%
17-Jan-21,35839.60,36020.10,36801.30,33883.50,126.82K,-0.50%
18-Jan-21,36613.20,35838.20,37436.80,34801.00,111.52K,2.16%
19-Jan-21,36002.90,36630.60,37821.00,36001.40,79.11K,-1.67%
20-Jan-21,35476.30,35862.10,36384.40,33444.50,153.61K,-1.46%
21-Jan-21,30842.10,35472.30,35591.10,30101.80,253.27K,-13.06%
22-Jan-21,33000.50,30838.70,33821.20,28871.20,243.09K,7.00%
23-Jan-21,32088.90,32994.10,33441.40,31418.20,100.70K,-2.76%
24-Jan-21,32241.30,32088.50,33034.80,30982.90,88.21K,0.47%
25-Jan-21,32252.30,32244.30,34854.30,31967.40,142.43K,0.03%
26-Jan-21,32502.10,32244.10,32917.70,30850.00,139.84K,0.77%
27-Jan-21,30404.00,32499.60,32545.40,29290.40,194.35K,-6.46%
28-Jan-21,33374.80,30408.90,33790.80,29911.90,167.39K,9.77%
29-Jan-21,34301.80,33381.70,38546.00,31953.30,297.73K,2.78%
30-Jan-21,34283.10,34300.00,34920.90,32908.50,128.57K,-0.05%
31-Jan-21,33108.10,34281.60,34348.30,32189.90,101.92K,-3.43%
01-Feb-21,33515.70,33106.80,34685.60,32324.90,126.32K,1.23%
02-Feb-21,35485.20,33514.00,35976.10,33462.40,120.85K,5.88%
03-Feb-21,37646.80,35486.90,37646.80,35401.50,131.03K,6.09%
04-Feb-21,36982.10,37648.90,38707.90,36380.80,151.44K,-1.77%
05-Feb-21,38297.60,36976.40,38303.60,36640.00,100.60K,3.56%
06-Feb-21,39256.60,38300.60,40939.70,38275.30,156.02K,2.50%
07-Feb-21,38852.90,39228.90,39691.70,37381.60,125.37K,-1.03%
08-Feb-21,46395.70,38853.60,46596.40,38057.00,248.47K,19.41%
09-Feb-21,46508.60,46396.40,48143.50,45104.70,193.87K,0.24%
10-Feb-21,44836.00,46507.80,47295.30,43800.50,151.83K,-3.60%
11-Feb-21,47990.70,44834.80,48622.10,44041.10,145.77K,7.04%
12-Feb-21,47371.70,47995.00,48927.40,46218.60,133.73K,-1.29%
13-Feb-21,47168.70,47373.10,48097.30,46270.50,89.42K,-0.43%
14-Feb-21,48643.40,47172.10,49695.10,47051.90,106.50K,3.13%
15-Feb-21,47936.30,48611.10,48936.50,45786.10,123.18K,-1.45%
16-Feb-21,49169.70,47934.20,50515.80,47044.40,141.37K,2.57%
17-Feb-21,52079.20,49161.30,52577.70,49018.10,140.03K,5.92%
18-Feb-21,51582.20,52094.50,52524.00,50941.60,94.35K,-0.95%
19-Feb-21,55906.60,51590.10,56238.50,50816.80,139.43K,8.38%
20-Feb-21,55923.70,55922.00,57523.80,54124.10,127.85K,0.03%
21-Feb-21,57433.80,55907.60,58335.10,55502.70,87.26K,2.70%
22-Feb-21,54111.80,57437.60,57480.80,48353.80,244.95K,-5.78%
23-Feb-21,48911.20,54114.10,54115.00,45093.80,315.07K,-9.61%
24-Feb-21,49697.50,48911.10,51311.80,47031.70,153.75K,1.61%
25-Feb-21,46928.50,49695.90,52013.80,46773.70,83.22K,-5.57%
26-Feb-21,46345.60,46928.50,48413.90,44248.20,189.41K,-1.24%
27-Feb-21,46136.70,46333.10,48335.10,45059.40,98.75K,-0.45%
28-Feb-21,45164.00,46136.00,46582.00,43100.60,135.08K,-2.11%
01-Mar-21,49595.50,45160.50,49774.00,45008.80,137.52K,9.81%
02-Mar-21,48424.20,49595.60,50191.90,47100.60,102.10K,-2.36%
03-Mar-21,50395.10,48422.20,52567.90,48159.20,44.93K,4.07%
04-Mar-21,48428.00,50388.00,51757.70,47521.80,9.56K,-3.90%
05-Mar-21,48792.50,48363.60,49429.40,46370.10,113.64K,0.75%
06-Mar-21,48855.60,48798.70,49191.80,47132.80,66.66K,0.13%
07-Mar-21,50982.30,48899.00,51434.10,48890.60,82.91K,4.35%
08-Mar-21,52311.00,50988.90,52384.90,49338.10,68.14K,2.61%
09-Mar-21,54879.00,52352.40,54880.60,51941.30,114.06K,4.91%
10-Mar-21,55851.90,54882.70,57328.70,53073.60,140.96K,1.77%
11-Mar-21,57799.50,55851.20,58135.00,54351.80,129.63K,3.49%
12-Mar-21,57265.10,57806.20,58052.30,55134.50,116.96K,-0.92%
13-Mar-21,61195.30,57267.40,61795.80,56118.80,134.64K,6.86%
14-Mar-21,59113.70,61192.70,61673.70,59113.70,80.29K,-3.40%
15-Mar-21,55791.30,59117.40,60565.90,55088.80,117.71K,-5.62%
16-Mar-21,56889.70,55619.50,56889.70,53342.60,128.51K,1.97%
17-Mar-21,58913.50,56892.90,58933.20,54253.20,118.26K,3.56%
18-Mar-21,57656.00,58911.80,60088.00,57099.60,102.62K,-2.13%
19-Mar-21,58088.00,57645.00,59448.30,56305.10,83.98K,0.75%
20-Mar-21,58093.40,58084.10,59882.10,57863.00,67.83K,0.01%
21-Mar-21,57383.80,58097.40,58583.80,55583.30,77.47K,-1.22%
22-Mar-21,54158.30,57379.30,58379.90,53784.20,95.53K,-5.62%
23-Mar-21,54452.50,54117.50,55813.80,52992.30,84.84K,0.54%
24-Mar-21,52325.40,54309.10,57169.40,51725.40,137.91K,-3.91%
25-Mar-21,51322.30,52330.00,53175.40,50441.30,143.35K,-1.92%
26-Mar-21,55036.10,51317.40,55074.10,51302.00,100.30K,7.24%
27-Mar-21,55862.90,55033.80,56531.10,54010.20,73.87K,1.50%
28-Mar-21,55765.20,55856.90,56504.20,54711.30,58.71K,-0.17%
29-Mar-21,57616.20,55764.70,58392.60,54951.10,107.91K,3.32%
30-Mar-21,58771.30,57614.60,59366.90,57077.10,86.21K,2.00%
31-Mar-21,58763.70,58771.40,59795.60,56991.60,98.06K,-0.01%
01-Apr-21,58718.30,58763.20,59406.50,58040.70,69.04K,-0.08%
02-Apr-21,58977.30,58718.20,60134.90,58466.50,72.37K,0.44%
03-Apr-21,57059.90,58976.80,59770.50,56906.70,68.74K,-3.25%
04-Apr-21,58199.90,57059.70,58464.80,56470.60,57.21K,2.00%
05-Apr-21,58993.40,58202.30,59205.10,56842.70,54.13K,1.36%
06-Apr-21,57996.30,59169.00,59487.00,57403.30,77.15K,-1.69%
07-Apr-21,55948.70,57996.30,58627.70,55489.30,110.69K,-3.53%
08-Apr-21,58077.40,55948.00,58136.70,55721.60,64.78K,3.80%
09-Apr-21,58118.70,58076.80,58890.90,57686.00,59.22K,0.07%
10-Apr-21,59748.40,58127.40,61229.00,57900.00,103.72K,2.80%
11-Apr-21,59978.70,59772.40,60667.10,59250.30,58.20K,0.39%
12-Apr-21,59863.80,59982.10,61259.90,59569.20,81.88K,-0.19%
13-Apr-21,63540.90,59863.60,63659.00,59839.40,126.56K,6.14%
14-Apr-21,62980.40,63544.20,64778.00,61366.30,130.43K,-0.88%
15-Apr-21,63216.00,62978.60,63729.10,62067.50,76.97K,0.37%
16-Apr-21,61379.70,63211.60,63518.50,60027.30,136.85K,-2.90%
17-Apr-21,60041.90,61358.30,62509.10,59672.10,84.08K,-2.18%
18-Apr-21,56207.10,60043.20,60362.10,51817.60,216.81K,-6.39%
19-Apr-21,55646.10,56208.10,57517.00,54272.30,117.51K,-1.00%
20-Apr-21,56483.20,55645.10,57054.90,53422.50,115.49K,1.50%
21-Apr-21,53820.20,56479.50,56764.40,53657.60,100.26K,-4.71%
22-Apr-21,51729.50,53821.30,55408.40,50590.90,168.13K,-3.88%
23-Apr-21,51143.60,51707.10,52099.90,47659.40,214.46K,-1.13%
24-Apr-21,50088.90,51140.80,51183.00,48775.20,82.25K,-2.06%
25-Apr-21,48963.60,50088.20,50532.40,47098.50,59.20K,-2.25%
26-Apr-21,54020.50,48963.50,54320.90,48815.90,129.76K,10.33%
27-Apr-21,55036.50,54011.10,55427.80,53345.00,84.08K,1.88%
28-Apr-21,54841.40,55036.00,56419.90,53876.40,86.96K,-0.35%
29-Apr-21,53560.80,54838.60,55173.70,52400.00,83.90K,-2.34%
30-Apr-21,57720.30,53562.30,57925.60,53088.70,103.74K,7.77%
01-May-21,57807.10,57719.10,58449.40,57029.50,63.41K,0.15%
02-May-21,56603.80,57807.20,57868.40,56110.50,53.61K,-2.08%
03-May-21,57169.80,56605.80,58925.10,56562.40,89.24K,1.00%
04-May-21,53741.50,57170.60,57201.30,53741.50,132.33K,-6.00%
05-May-21,57441.30,53872.50,57936.40,53872.50,119.82K,6.88%
06-May-21,56405.40,57441.00,58364.90,55294.50,109.02K,-1.80%
07-May-21,57337.20,56411.40,58639.30,55300.10,110.01K,1.65%
08-May-21,58840.10,57330.30,59471.10,56972.20,101.27K,2.62%
09-May-21,58238.30,58840.60,59227.00,56414.40,103.59K,-1.02%
10-May-21,55848.90,58251.20,59523.90,53678.30,142.61K,-4.10%
11-May-21,56695.70,55846.10,56871.10,54550.40,96.47K,1.52%
12-May-21,49384.20,56694.50,57938.50,49187.00,160.74K,-12.90%
13-May-21,49704.60,49398.20,51337.30,46331.10,236.71K,0.65%
14-May-21,49839.80,49704.90,51459.20,48874.00,118.84K,0.27%
15-May-21,46708.80,49839.10,50640.90,46650.20,131.91K,-6.28%
16-May-21,46426.40,46729.30,49764.30,43920.80,180.07K,-0.60%
17-May-21,43541.30,46424.20,46545.40,42201.50,274.76K,-6.21%
18-May-21,42897.30,43538.50,45770.90,42293.90,154.96K,-1.48%
19-May-21,36720.50,42898.30,43516.60,30261.70,607.10K,-14.40%
20-May-21,40717.20,36706.80,42425.90,35010.40,269.75K,10.88%
21-May-21,37297.40,40611.20,42108.30,33592.30,315.50K,-8.40%
22-May-21,37448.30,37291.00,38776.00,35314.90,185.83K,0.40%
23-May-21,34105.10,37446.80,38248.70,32732.90,238.58K,-8.93%
